"Statistic","Quarter","Regional Veterinary Offices","UNIT","VALUE"
"Tests on Animals","2021Q3","Meath","Number","330569"
"Tests on Animals","2021Q3","Monaghan","Number","260130"
"Tests on Animals","2021Q3","Offaly","Number","226470"
"Tests on Animals","2021Q3","Roscommon","Number","198709"
"Tests on Animals","2021Q3","Sligo","Number","107164"
"Tests on Animals","2021Q3","Tipperary North","Number","315947"
"Tests on Animals","2021Q3","Tipperary South","Number","315057"
"Tests on Animals","2021Q3","Waterford","Number","251624"
"Tests on Animals","2021Q3","Westmeath","Number","225694"
"Tests on Animals","2021Q3","Wexford","Number","269456"
"Tests on Animals","2021Q3","Wicklow E","Number","102294"
"Tests on Animals","2021Q3","Wicklow W","Number","54984"
"Total Yearly No. of Reactors to date","2010Q4","State","Number","20211"
"Total Yearly No. of Reactors to date","2010Q4","Carlow","Number","124"
"Total Yearly No. of Reactors to date","2010Q4","Cavan","Number","981"
"Total Yearly No. of Reactors to date","2010Q4","Clare","Number","1947"
"Total Yearly No. of Reactors to date","2010Q4","Cork North","Number","1078"
"Total Yearly No. of Reactors to date","2010Q4","Cork South","Number","1592"
"Total Yearly No. of Reactors to date","2010Q4","Donegal","Number","396"
"Total Yearly No. of Reactors to date","2010Q4","Dublin","Number","60"
"Total Yearly No. of Reactors to date","2010Q4","Galway","Number","1579"
"Total Yearly No. of Reactors to date","2010Q4","Kerry","Number","601"
"Total Yearly No. of Reactors to date","2010Q4","Kildare","Number","182"
"Total Yearly No. of Reactors to date","2010Q4","Kilkenny","Number","737"
"Total Yearly No. of Reactors to date","2010Q4","Laois","Number","404"
"Total Yearly No. of Reactors to date","2010Q4","Leitrim","Number","265"
"Total Yearly No. of Reactors to date","2010Q4","Limerick","Number","866"
"Total Yearly No. of Reactors to date","2010Q4","Longford","Number","248"
"Total Yearly No. of Reactors to date","2010Q4","Louth","Number","339"
"Total Yearly No. of Reactors to date","2010Q4","Mayo","Number","361"
"Total Yearly No. of Reactors to date","2010Q4","Meath","Number","1031"
"Total Yearly No. of Reactors to date","2010Q4","Monaghan","Number","645"
"Total Yearly No. of Reactors to date","2010Q4","Offaly","Number","676"
"Total Yearly No. of Reactors to date","2010Q4","Roscommon","Number","731"
"Total Yearly No. of Reactors to date","2010Q4","Sligo","Number","220"
"Total Yearly No. of Reactors to date","2010Q4","Tipperary North","Number","931"
"Total Yearly No. of Reactors to date","2010Q4","Tipperary South","Number","747"
"Total Yearly No. of Reactors to date","2010Q4","Waterford","Number","414"
"Total Yearly No. of Reactors to date","2010Q4","Westmeath","Number","883"
"Total Yearly No. of Reactors to date","2010Q4","Wexford","Number","1255"
"Total Yearly No. of Reactors to date","2010Q4","Wicklow E","Number","833"
"Total Yearly No. of Reactors to date","2010Q4","Wicklow W","Number","85"
"Total Yearly No. of Reactors to date","2011Q1","State","Number","2705"
"Total Yearly No. of Reactors to date","2011Q1","Carlow","Number","20"
"Total Yearly No. of Reactors to date","2011Q1","Cavan","Number","158"
"Total Yearly No. of Reactors to date","2011Q1","Clare","Number","117"
"Total Yearly No. of Reactors to date","2011Q1","Cork North","Number","78"
"Total Yearly No. of Reactors to date","2011Q1","Cork South","Number","189"
"Total Yearly No. of Reactors to date","2011Q1","Donegal","Number","68"
"Total Yearly No. of Reactors to date","2011Q1","Dublin","Number","1"
"Total Yearly No. of Reactors to date","2011Q1","Galway","Number","144"
"Total Yearly No. of Reactors to date","2011Q1","Kerry","Number","60"
"Total Yearly No. of Reactors to date","2011Q1","Kildare","Number","50"
"Total Yearly No. of Reactors to date","2011Q1","Kilkenny","Number","123"
"Total Yearly No. of Reactors to date","2011Q1","Laois","Number","112"
"Total Yearly No. of Reactors to date","2011Q1","Leitrim","Number","17"
"Total Yearly No. of Reactors to date","2011Q1","Limerick","Number","22"
"Total Yearly No. of Reactors to date","2011Q1","Longford","Number","56"
"Total Yearly No. of Reactors to date","2011Q1","Louth","Number","56"
"Total Yearly No. of Reactors to date","2011Q1","Mayo","Number","38"
"Total Yearly No. of Reactors to date","2011Q1","Meath","Number","117"
"Total Yearly No. of Reactors to date","2011Q1","Monaghan","Number","47"
"Total Yearly No. of Reactors to date","2011Q1","Offaly","Number","36"
"Total Yearly No. of Reactors to date","2011Q1","Roscommon","Number","85"
"Total Yearly No. of Reactors to date","2011Q1","Sligo","Number","88"
"Total Yearly No. of Reactors to date","2011Q1","Tipperary North","Number","178"
"Total Yearly No. of Reactors to date","2011Q1","Tipperary South","Number","59"
"Total Yearly No. of Reactors to date","2011Q1","Waterford","Number","52"
"Total Yearly No. of Reactors to date","2011Q1","Westmeath","Number","60"
"Total Yearly No. of Reactors to date","2011Q1","Wexford","Number","279"
"Total Yearly No. of Reactors to date","2011Q1","Wicklow E","Number","158"
"Total Yearly No. of Reactors to date","2011Q1","Wicklow W","Number","237"
"Total Yearly No. of Reactors to date","2011Q2","State","Number","7415"
"Total Yearly No. of Reactors to date","2011Q2","Carlow","Number","64"
"Total Yearly No. of Reactors to date","2011Q2","Cavan","Number","366"
"Total Yearly No. of Reactors to date","2011Q2","Clare","Number","506"
"Total Yearly No. of Reactors to date","2011Q2","Cork North","Number","398"
"Total Yearly No. of Reactors to date","2011Q2","Cork South","Number","449"
"Total Yearly No. of Reactors to date","2011Q2","Donegal","Number","147"
"Total Yearly No. of Reactors to date","2011Q2","Dublin","Number","26"
"Total Yearly No. of Reactors to date","2011Q2","Galway","Number","394"
"Total Yearly No. of Reactors to date","2011Q2","Kerry","Number","331"
"Total Yearly No. of Reactors to date","2011Q2","Kildare","Number","174"
"Total Yearly No. of Reactors to date","2011Q2","Kilkenny","Number","373"
"Total Yearly No. of Reactors to date","2011Q2","Laois","Number","208"
"Total Yearly No. of Reactors to date","2011Q2","Leitrim","Number","106"
"Total Yearly No. of Reactors to date","2011Q2","Limerick","Number","117"
"Total Yearly No. of Reactors to date","2011Q2","Longford","Number","112"
"Total Yearly No. of Reactors to date","2011Q2","Louth","Number","96"
"Total Yearly No. of Reactors to date","2011Q2","Mayo","Number","121"
"Total Yearly No. of Reactors to date","2011Q2","Meath","Number","366"
"Total Yearly No. of Reactors to date","2011Q2","Monaghan","Number","116"
"Total Yearly No. of Reactors to date","2011Q2","Offaly","Number","122"
"Total Yearly No. of Reactors to date","2011Q2","Roscommon","Number","182"
"Total Yearly No. of Reactors to date","2011Q2","Sligo","Number","166"
"Total Yearly No. of Reactors to date","2011Q2","Tipperary North","Number","362"
"Total Yearly No. of Reactors to date","2011Q2","Tipperary South","Number","262"
"Total Yearly No. of Reactors to date","2011Q2","Waterford","Number","214"
"Total Yearly No. of Reactors to date","2011Q2","Westmeath","Number","379"
"Total Yearly No. of Reactors to date","2011Q2","Wexford","Number","590"
"Total Yearly No. of Reactors to date","2011Q2","Wicklow E","Number","339"
"Total Yearly No. of Reactors to date","2011Q2","Wicklow W","Number","329"
"Total Yearly No. of Reactors to date","2011Q3","State","Number","13610"
"Total Yearly No. of Reactors to date","2011Q3","Carlow","Number","156"
"Total Yearly No. of Reactors to date","2011Q3","Cavan","Number","538"
"Total Yearly No. of Reactors to date","2011Q3","Clare","Number","951"
"Total Yearly No. of Reactors to date","2011Q3","Cork North","Number","799"
"Total Yearly No. of Reactors to date","2011Q3","Cork South","Number","997"
"Total Yearly No. of Reactors to date","2011Q3","Donegal","Number","243"
"Total Yearly No. of Reactors to date","2011Q3","Dublin","Number","46"
"Total Yearly No. of Reactors to date","2011Q3","Galway","Number","747"
"Total Yearly No. of Reactors to date","2011Q3","Kerry","Number","859"
"Total Yearly No. of Reactors to date","2011Q3","Kildare","Number","232"
"Total Yearly No. of Reactors to date","2011Q3","Kilkenny","Number","676"
"Total Yearly No. of Reactors to date","2011Q3","Laois","Number","323"
"Total Yearly No. of Reactors to date","2011Q3","Leitrim","Number","154"
"Total Yearly No. of Reactors to date","2011Q3","Limerick","Number","371"
"Total Yearly No. of Reactors to date","2011Q3","Longford","Number","192"
"Total Yearly No. of Reactors to date","2011Q3","Louth","Number","198"
"Total Yearly No. of Reactors to date","2011Q3","Mayo","Number","249"
"Total Yearly No. of Reactors to date","2011Q3","Meath","Number","703"
"Total Yearly No. of Reactors to date","2011Q3","Monaghan","Number","222"
"Total Yearly No. of Reactors to date","2011Q3","Offaly","Number","325"
"Total Yearly No. of Reactors to date","2011Q3","Roscommon","Number","374"
"Total Yearly No. of Reactors to date","2011Q3","Sligo","Number","228"
"Total Yearly No. of Reactors to date","2011Q3","Tipperary North","Number","563"
"Total Yearly No. of Reactors to date","2011Q3","Tipperary South","Number","459"
"Total Yearly No. of Reactors to date","2011Q3","Waterford","Number","463"
"Total Yearly No. of Reactors to date","2011Q3","Westmeath","Number","731"
"Total Yearly No. of Reactors to date","2011Q3","Wexford","Number","902"
"Total Yearly No. of Reactors to date","2011Q3","Wicklow E","Number","534"
"Total Yearly No. of Reactors to date","2011Q3","Wicklow W","Number","375"
"Total Yearly No. of Reactors to date","2011Q4","State","Number","18531"
"Total Yearly No. of Reactors to date","2011Q4","Carlow","Number","210"
"Total Yearly No. of Reactors to date","2011Q4","Cavan","Number","717"
"Total Yearly No. of Reactors to date","2011Q4","Clare","Number","1185"
"Total Yearly No. of Reactors to date","2011Q4","Cork North","Number","1137"
"Total Yearly No. of Reactors to date","2011Q4","Cork South","Number","1368"
"Total Yearly No. of Reactors to date","2011Q4","Donegal","Number","415"
"Total Yearly No. of Reactors to date","2011Q4","Dublin","Number","50"
"Total Yearly No. of Reactors to date","2011Q4","Galway","Number","1114"
"Total Yearly No. of Reactors to date","2011Q4","Kerry","Number","1169"
"Total Yearly No. of Reactors to date","2011Q4","Kildare","Number","260"
"Total Yearly No. of Reactors to date","2011Q4","Kilkenny","Number","917"
"Total Yearly No. of Reactors to date","2011Q4","Laois","Number","420"
"Total Yearly No. of Reactors to date","2011Q4","Leitrim","Number","244"
"Total Yearly No. of Reactors to date","2011Q4","Limerick","Number","468"
"Total Yearly No. of Reactors to date","2011Q4","Longford","Number","211"
"Total Yearly No. of Reactors to date","2011Q4","Louth","Number","264"
"Total Yearly No. of Reactors to date","2011Q4","Mayo","Number","313"
"Total Yearly No. of Reactors to date","2011Q4","Meath","Number","975"
"Total Yearly No. of Reactors to date","2011Q4","Monaghan","Number","361"
"Total Yearly No. of Reactors to date","2011Q4","Offaly","Number","508"
"Total Yearly No. of Reactors to date","2011Q4","Roscommon","Number","573"
"Total Yearly No. of Reactors to date","2011Q4","Sligo","Number","278"
"Total Yearly No. of Reactors to date","2011Q4","Tipperary North","Number","775"
"Total Yearly No. of Reactors to date","2011Q4","Tipperary South","Number","577"
"Total Yearly No. of Reactors to date","2011Q4","Waterford","Number","581"
"Total Yearly No. of Reactors to date","2011Q4","Westmeath","Number","880"
"Total Yearly No. of Reactors to date","2011Q4","Wexford","Number","1406"
"Total Yearly No. of Reactors to date","2011Q4","Wicklow E","Number","665"
"Total Yearly No. of Reactors to date","2011Q4","Wicklow W","Number","490"
"Total Yearly No. of Reactors to date","2012Q1","State","Number","2754"
"Total Yearly No. of Reactors to date","2012Q1","Carlow","Number","28"
"Total Yearly No. of Reactors to date","2012Q1","Cavan","Number","143"
"Total Yearly No. of Reactors to date","2012Q1","Clare","Number","128"
"Total Yearly No. of Reactors to date","2012Q1","Cork North","Number","252"
"Total Yearly No. of Reactors to date","2012Q1","Cork South","Number","87"
"Total Yearly No. of Reactors to date","2012Q1","Donegal","Number","57"
"Total Yearly No. of Reactors to date","2012Q1","Dublin","Number","5"
"Total Yearly No. of Reactors to date","2012Q1","Galway","Number","274"
"Total Yearly No. of Reactors to date","2012Q1","Kerry","Number","173"
"Total Yearly No. of Reactors to date","2012Q1","Kildare","Number","42"
"Total Yearly No. of Reactors to date","2012Q1","Kilkenny","Number","94"
"Total Yearly No. of Reactors to date","2012Q1","Laois","Number","47"
"Total Yearly No. of Reactors to date","2012Q1","Leitrim","Number","56"
"Total Yearly No. of Reactors to date","2012Q1","Limerick","Number","117"
"Total Yearly No. of Reactors to date","2012Q1","Longford","Number","29"
"Total Yearly No. of Reactors to date","2012Q1","Louth","Number","36"
"Total Yearly No. of Reactors to date","2012Q1","Mayo","Number","51"
"Total Yearly No. of Reactors to date","2012Q1","Meath","Number","164"
"Total Yearly No. of Reactors to date","2012Q1","Monaghan","Number","167"
"Total Yearly No. of Reactors to date","2012Q1","Offaly","Number","83"
"Total Yearly No. of Reactors to date","2012Q1","Roscommon","Number","130"
"Total Yearly No. of Reactors to date","2012Q1","Sligo","Number","26"
"Total Yearly No. of Reactors to date","2012Q1","Tipperary North","Number","67"
"Total Yearly No. of Reactors to date","2012Q1","Tipperary South","Number","24"
"Total Yearly No. of Reactors to date","2012Q1","Waterford","Number","68"
"Total Yearly No. of Reactors to date","2012Q1","Westmeath","Number","138"
"Total Yearly No. of Reactors to date","2012Q1","Wexford","Number","147"
"Total Yearly No. of Reactors to date","2012Q1","Wicklow E","Number","92"
"Total Yearly No. of Reactors to date","2012Q1","Wicklow W","Number","29"
"Total Yearly No. of Reactors to date","2012Q2","State","Number","7637"
"Total Yearly No. of Reactors to date","2012Q2","Carlow","Number","58"
"Total Yearly No. of Reactors to date","2012Q2","Cavan","Number","292"
"Total Yearly No. of Reactors to date","2012Q2","Clare","Number","423"
"Total Yearly No. of Reactors to date","2012Q2","Cork North","Number","554"
"Total Yearly No. of Reactors to date","2012Q2","Cork South","Number","416"
"Total Yearly No. of Reactors to date","2012Q2","Donegal","Number","151"
"Total Yearly No. of Reactors to date","2012Q2","Dublin","Number","18"
"Total Yearly No. of Reactors to date","2012Q2","Galway","Number","524"
"Total Yearly No. of Reactors to date","2012Q2","Kerry","Number","441"
"Total Yearly No. of Reactors to date","2012Q2","Kildare","Number","70"
"Total Yearly No. of Reactors to date","2012Q2","Kilkenny","Number","408"
"Total Yearly No. of Reactors to date","2012Q2","Laois","Number","241"
"Total Yearly No. of Reactors to date","2012Q2","Leitrim","Number","118"
"Total Yearly No. of Reactors to date","2012Q2","Limerick","Number","435"
"Total Yearly No. of Reactors to date","2012Q2","Longford","Number","82"
"Total Yearly No. of Reactors to date","2012Q2","Louth","Number","56"
"Total Yearly No. of Reactors to date","2012Q2","Mayo","Number","209"
"Total Yearly No. of Reactors to date","2012Q2","Meath","Number","482"
"Total Yearly No. of Reactors to date","2012Q2","Monaghan","Number","256"
"Total Yearly No. of Reactors to date","2012Q2","Offaly","Number","253"
"Total Yearly No. of Reactors to date","2012Q2","Roscommon","Number","329"
"Total Yearly No. of Reactors to date","2012Q2","Sligo","Number","73"
"Total Yearly No. of Reactors to date","2012Q2","Tipperary North","Number","243"
"Total Yearly No. of Reactors to date","2012Q2","Tipperary South","Number","162"
"Total Yearly No. of Reactors to date","2012Q2","Waterford","Number","165"
"Total Yearly No. of Reactors to date","2012Q2","Westmeath","Number","407"
"Total Yearly No. of Reactors to date","2012Q2","Wexford","Number","428"
"Total Yearly No. of Reactors to date","2012Q2","Wicklow E","Number","250"
"Total Yearly No. of Reactors to date","2012Q2","Wicklow W","Number","93"
"Total Yearly No. of Reactors to date","2012Q3","State","Number","14078"
"Total Yearly No. of Reactors to date","2012Q3","Carlow","Number","132"
"Total Yearly No. of Reactors to date","2012Q3","Cavan","Number","512"
